Image URL,Address,Chain Identifier,Schema Name,Description,Last Sale,rich_data
https://i.seadn.io/gae/KQXKeqghKA4GBAHYdIQmt6VIyC9VvBlotnzhqR58rm92DLO4nV6BMP1F0iHseavnnDptwGFEg2LXGkwm-s6XL7pSP1kId_c3yPot?w=500&auto=format,0x629a673a8242c2ac4b7b8c5d8735fbeac21a6205,ethereum,ERC721,"Collect, play and win officially licensed digital cards featuring the world's best global football players.",,"{'Categories': 'text_mag', 'Description': 'a man in a sports uniform', 'ImageType': {'clipArtType': 0, 'lineDrawingType': 0}, 'Objects': dict_keys(['rectangle', 'object', 'confidence']), 'Tags': [{'name': 'text', 'confidence': 0.9999548196792603}, {'name': 'human face', 'confidence': 0.9860947132110596}, {'name': 'clothing', 'confidence': 0.9691523313522339}, {'name': 'person', 'confidence': 0.9365889430046082}, {'name': 'man', 'confidence': 0.8989149332046509}, {'name': 'screenshot', 'confidence': 0.864503026008606}]}"
